id,State_Name,State_ab,County,Type,ALand,AWater,Lat,Lon,Mean,Median,Stdev,Samples
1011510,Alabama,AL,Chambers County,Town,7054656,48649,32.730078,-85.570999,686,800,258,20
101904,Alabama,AL,Winston County,Town,9753292,83417,34.202681,-87.178004,519,460,275,64
1011486,Alabama,AL,Marshall County,Town,1440637,26078,34.406172,-86.451667,648,614,179,7
1011267,Alabama,AL,Pickens County,Town,1002838,11307,33.137044,-88.305942,972,968,51,2
1011525,Alabama,AL,Etowah County,CDP,45256171,55928,34.169004,-86.058499,685,658,244,107
1011405,Alabama,AL,Calhoun County,CDP,31473195,104617,33.711401,-85.853698,694,669,182,777
1011069,Alabama,AL,Limestone County,Town,4137995,28880,34.932604,-86.976971,499,421,354,28
1011357,Alabama,AL,Dale County,Town,13813652,21718,31.318989,-85.537836,697,700,183,77
1011276,Alabama,AL,Clay County,CDP,17349170,57261,33.191458,-85.929828,545,531,44,30
1011093,Alabama,AL,Escambia County,Town,13172116,287919,31.014816,-87.256016,557,552,169,196
1024616,Alabama,AL,Autauga County,Track,184358361,787177,34.1936265,-87.5492688,355,319,175,133
1011390,Alabama,AL,Covington County,Town,17703764,675339,31.352397,-86.544609,456,392,189,35
1011372,Alabama,AL,Mobile County,City,65569113,527534,30.773337,-88.131418,726,703,358,2583
1011210,Alabama,AL,Lamar County,Town,7948840,0,33.580891,-87.986179,452,435,177,24
1011111,Alabama,AL,Sumter County,Town,4452046,0,32.814934,-88.160791,485,415,253,13
1011528,Alabama,AL,Fayette County,City,45435603,128470,33.931561,-87.791874,425,424,18,13
1011474,Alabama,AL,Jefferson County,Town,6316423,0,33.819484,-86.746572,477,437,186,73
1011432,Alabama,AL,Blount County,Town,14036369,48255,34.119476,-86.389223,484,446,207,82
1011273,Alabama,AL,Talladega County,CDP,5185134,88368,33.18658,-86.256886,702,683,143,102
1011402,Alabama,AL,Crenshaw County,Town,15180932,0,31.724072,-86.302008,465,423,211,56
1011483,Alabama,AL,Marion County,Town,8738146,0,33.992314,-87.852295,541,575,88,6
1011477,Alabama,AL,Pike County,City,73084246,199932,31.80196,-85.96713,696,633,368,3494
101979,Alabama,AL,Chilton County,City,62376107,685210,33.122319,-86.745644,0,0,0,0
1011468,Alabama,AL,Washington County,CDP,4532480,44357,31.370471,-88.24386,0,0,0,0
1011450,Alabama,AL,Walker County,City,13529257,19710,33.749269,-87.046903,650,649,233,226
1011522,Alabama,AL,Clarke County,CDP,3343784,0,31.646343,-87.710836,0,0,0,0
1011252,Alabama,AL,Conecuh County,Town,9644432,43121,31.54647,-86.725954,0,0,0,0
1011480,Alabama,AL,Tuscaloosa County,City,159585773,26058465,33.234404,-87.5283,851,788,473,15788
1011183,Alabama,AL,Cullman County,Town,11491221,51521,34.167187,-86.611799,773,747,316,132
1011447,Alabama,AL,Baldwin County,CDP,24197952,743569,31.00297,-87.872488,389,285,183,35
1011465,Alabama,AL,Marengo County,Town,5213996,0,32.268277,-87.623706,654,583,222,11
1011087,Alabama,AL,Morgan County,Town,9786878,46596,34.377019,-86.909547,660,619,152,140
1011513,Alabama,AL,Houston County,Town,28926549,0,31.257305,-85.289803,642,644,171,107
1011066,Alabama,AL,Coffee County,City,39725065,207250,31.417313,-86.077189,536,533,255,464
1011459,Alabama,AL,Elmore County,City,27817447,1526561,32.532665,-85.891993,585,566,294,678
1011462,Alabama,AL,Geneva County,Town,19089060,210754,31.168836,-85.475891,0,0,0,0
1011165,Alabama,AL,Lowndes County,Town,4820399,41973,32.182595,-86.578588,505,475,301,161
1011423,Alabama,AL,Macon County,Town,11758197,71299,32.411509,-85.972756,890,839,282,13
1011438,Alabama,AL,Cherokee County,CDP,5867219,0,33.972965,-85.555756,675,674,18,12
1011141,Alabama,AL,Butler County,City,55310689,455198,31.843072,-86.636951,563,561,276,1316
1011393,Alabama,AL,Randolph County,City,48526075,988793,33.145305,-85.369526,565,544,235,930
1011153,Alabama,AL,Henry County,Town,9940861,0,31.409976,-85.138068,797,797,192,6
1011519,Alabama,AL,Shelby County,Town,46982133,332772,33.378305,-86.536849,829,686,439,69
1011312,Alabama,AL,Madison County,City,22423246,148593,34.537972,-86.412372,708,707,252,303
1011351,Alabama,AL,Russell County,City,72497364,325619,32.461669,-85.025021,738,743,309,6478
1011375,Alabama,AL,St. Clair County,Town,43481619,128940,33.748325,-86.135927,550,587,219,173
1011300,Alabama,AL,Colbert County,City,42811752,53102,34.743692,-87.633774,732,653,305,1262
1011243,Alabama,AL,Barbour County,Town,7118466,0,31.781047,-85.558336,411,413,207,39
1011291,Alabama,AL,Hale County,Town,11875640,152689,32.996542,-87.627545,730,756,242,148
1011396,Alabama,AL,Coosa County,Town,8569713,28596,32.896866,-86.208345,306,210,208,89
1011309,Alabama,AL,Choctaw County,Town,1482480,0,31.987,-88.336563,857,856,32,1
1011471,Alabama,AL,Lawrence County,Town,6943603,6664,34.671301,-87.407763,479,481,229,76
1011330,Alabama,AL,Lee County,City,154497144,2388300,32.660739,-85.37889,716,692,327,4276
1011534,Alabama,AL,Wilcox County,Town,1197812,0,31.962139,-87.48072,725,724,18,2
1011417,Alabama,AL,Dallas County,CDP,8491023,100747,32.378249,-87.006898,627,630,224,347
1011414,Alabama,AL,Jackson County,City,131195531,17497800,34.644641,-86.048205,561,537,213,1557
1011504,Alabama,AL,Monroe County,Town,3893265,35373,31.823234,-87.318077,857,856,32,6
1011378,Alabama,AL,Cleburne County,Town,4107909,0,33.525853,-85.339013,762,731,208,28
1011399,Alabama,AL,Lauderdale County,Town,7855363,6344,34.827714,-87.284092,487,472,234,154
1011492,Alabama,AL,DeKalb County,Town,8980574,12925,34.556171,-85.622882,489,518,215,43
1011531,Alabama,AL,Bibb County,Town,18326016,394814,33.217312,-87.14841,780,676,308,69
5011295,Arkansas,AR,Saline County,City,14642996,20205,34.452451,-92.666438,731,648,233,8
5011157,Arkansas,AR,Crawford County,City,19548338,474779,35.508517,-94.074754,509,527,172,224
501830,Arkansas,AR,Carroll County,City,15790883,0,36.371375,-93.570472,578,599,221,567
5011286,Arkansas,AR,Jackson County,City,1387753,0,35.824319,-91.12969,618,534,296,74
501986,Arkansas,AR,Pike County,City,22694146,413892,34.328314,-93.527255,478,447,218,322
5011175,Arkansas,AR,Little River County,City,1293697,0,33.584152,-94.044735,550,549,31,12
5011097,Arkansas,AR,Pope County,City,8367188,33132,35.325621,-93.243595,706,668,217,73
5011316,Arkansas,AR,Lonoke County,City,10760825,0,35.012987,-91.957405,708,671,263,480
5011241,Arkansas,AR,White County,Town,524457,0,35.361978,-91.509996,284,268,122,25
5011337,Arkansas,AR,Mississippi County,City,2771454,16075,35.565961,-90.0418,471,458,250,104
5011064,Arkansas,AR,Craighead County,City,208130553,1488060,35.819755,-90.679033,745,693,352,12230
5011349,Arkansas,AR,Boone County,Town,1632297,1406,36.283964,-92.914424,525,524,18,2
5011250,Arkansas,AR,Baxter County,City,11562756,0,36.240803,-92.276531,734,574,387,21
5011154,Arkansas,AR,Montgomery County,City,4134438,83262,34.549153,-93.629939,669,520,676,131
5011253,Arkansas,AR,Logan County,City,1218244,1177,35.360393,-93.537892,529,524,57,11
5011334,Arkansas,AR,Nevada County,Town,4102924,28758,33.516119,-93.293723,591,617,66,9
501881,Arkansas,AR,Franklin County,City,11085182,287576,35.295746,-94.044882,595,679,248,267
5011283,Arkansas,AR,Marion County,City,3176960,1095,36.252587,-92.68524,496,473,129,90
5011328,Arkansas,AR,Clark County,Town,616627,0,33.833,-93.126022,0,0,0,0
5011001,Arkansas,AR,Izard County,Town,1440672,0,35.927103,-91.938513,449,475,105,14
5011343,Arkansas,AR,Pulaski County,CDP,11255073,263802,34.539726,-92.222549,708,745,93,54
5011010,Arkansas,AR,Sharp County,City,13350931,647620,36.319302,-91.480005,473,425,219,165
5011181,Arkansas,AR,Conway County,City,6380768,133358,35.100558,-92.773566,563,562,90,49
5011274,Arkansas,AR,Ouachita County,City,7076959,32054,33.420917,-93.06959,479,435,201,106
5011082,Arkansas,AR,Johnson County,City,12216971,47041,35.444425,-93.394675,561,610,179,168
5011223,Arkansas,AR,Lawrence County,Town,5385763,31195,36.23929,-91.247492,468,482,125,73
5011220,Arkansas,AR,Cleburne County,City,5132124,0,35.381854,-92.214364,562,604,257,114
5011073,Arkansas,AR,Clay County,City,1117275,0,36.319923,-90.602456,351,293,111,15
5011307,Arkansas,AR,Polk County,Town,739509,13059,34.379781,-94.364919,690,547,274,13
5011322,Arkansas,AR,Ashley County,CDP,30740149,24452,33.148043,-92.016978,601,576,116,51
5011004,Arkansas,AR,Faulkner County,City,17336364,0,35.327258,-92.336747,698,673,183,41
5011205,Arkansas,AR,Yell County,City,3727772,0,34.989845,-93.298056,495,492,202,55
5011172,Arkansas,AR,Greene County,Town,7872543,15209,36.126619,-90.504207,818,781,250,49
501953,Arkansas,AR,Van Buren County,City,39543742,141535,35.601101,-92.266208,981,844,669,133
501920,Arkansas,AR,Chicot County,City,9220004,185328,33.526206,-91.432296,550,577,261,345
5022826,Arkansas,AR,Arkansas County,Track,451895458,4208017,35.1486423,-93.2782641,1100,1158,335,170
501926,Arkansas,AR,Howard County,City,4896542,0,34.120661,-94.018835,570,560,195,95
5011319,Arkansas,AR,Desha County,City,533358,0,33.893851,-91.25727,972,968,51,3
5011325,Arkansas,AR,Crittenden County,City,73553623,262739,35.149554,-90.199266,686,679,285,4702
501938,Arkansas,AR,Union County,City,42129299,21567,33.217742,-92.664202,643,618,290,2629
5011340,Arkansas,AR,Washington County,City,4933164,9336,35.801513,-94.131745,485,436,102,20
5011088,Arkansas,AR,Poinsett County,City,3992116,0,35.608101,-90.333336,520,519,253,321
501974,Arkansas,AR,Miller County,Town,2136884,0,33.360849,-93.714162,299,230,170,12
5011199,Arkansas,AR,Perry County,City,10999952,0,35.012205,-92.802856,579,557,223,194
5011232,Arkansas,AR,Hot Spring County,City,8815524,89,34.406866,-92.809575,648,663,170,98
5011268,Arkansas,AR,Benton County,City,120346437,1247769,36.190066,-94.159434,1013,877,505,594
501983,Arkansas,AR,Sevier County,Town,2334907,35959,34.168628,-94.312977,601,577,177,30
501989,Arkansas,AR,Lincoln County,City,3995987,0,33.98714,-91.564061,466,403,231,98
5011076,Arkansas,AR,Lee County,Town,572277,0,34.655672,-90.733886,0,0,0,0
5011025,Arkansas,AR,Bradley County,City,2953920,0,33.447964,-92.171628,467,405,260,141
5011247,Arkansas,AR,Madison County,Town,697389,820,35.826802,-93.767303,554,493,101,5
5011034,Arkansas,AR,Monroe County,City,1909930,47848,34.601503,-91.200272,512,536,214,99
5011310,Arkansas,AR,Fulton County,Town,3374467,7873,36.39922,-91.987009,564,535,118,49
5011331,Arkansas,AR,St. Francis County,Town,1294753,0,35.022132,-90.681357,592,554,263,36
5011202,Arkansas,AR,Jefferson County,City,115448388,5244592,34.211591,-92.017555,663,664,266,7531
5011061,Arkansas,AR,Drew County,Town,433856,0,33.397915,-91.470406,636,633,27,4
5011271,Arkansas,AR,Lafayette County,City,7874427,259352,33.354959,-93.497879,523,505,179,213
5011184,Arkansas,AR,Hempstead County,Town,816386,2519,33.846611,-93.720824,0,0,0,0
5011280,Arkansas,AR,Independence County,Town,3300563,0,35.751623,-91.500105,572,572,203,96
5011121,Arkansas,AR,Scott County,City,5748998,87409,35.063918,-94.234286,531,325,298,73
5011163,Arkansas,AR,Cleveland County,CDP,8119827,0,33.756474,-92.240161,0,0,0,0
5011193,Arkansas,AR,Woodruff County,City,2790174,0,35.25913,-91.2353,530,565,272,60
5011208,Arkansas,AR,Randolph County,City,19069294,491063,36.26357,-90.970231,506,525,175,1091
5011298,Arkansas,AR,Grant County,Town,8845628,35363,34.441214,-92.585881,673,626,166,50
5011292,Arkansas,AR,Calhoun County,Town,1392613,0,33.629163,-92.353333,0,0,0,0
5011304,Arkansas,AR,Prairie County,Town,658520,0,34.57628,-91.46173,551,534,48,19
5011313,Arkansas,AR,Columbia County,City,5947698,0,33.352813,-93.294711,514,487,190,139
5011346,Arkansas,AR,Cross County,City,22955061,28415,35.235287,-90.788362,709,692,312,1413
401978,Arizona,AZ,Pima County,CDP,863071,0,32.38814,-110.700994,0,0,0,0
4025703,Arizona,AZ,Apache County,Track,56407340,0,32.462101,-114.6193128,0,0,0,0
401993,Arizona,AZ,Mohave County,CDP,5794672,0,34.862993,-114.146145,574,574,18,7
401894,Arizona,AZ,Pinal County,CDP,12832448,0,33.152793,-111.816729,557,693,178,23
401873,Arizona,AZ,Yavapai County,CDP,16596670,0,35.3256,-112.857246,674,628,216,43
401981,Arizona,AZ,Gila County,Town,1785615,9117,32.981724,-110.761707,591,538,97,6
401975,Arizona,AZ,Cochise County,City,15924917,347077,32.251646,-109.835734,576,574,364,448
401984,Arizona,AZ,Coconino County,CDP,46303884,10760,35.000074,-110.700842,663,715,104,41
401960,Arizona,AZ,La Paz County,CDP,38724174,0,33.832437,-113.543231,487,472,70,26
401909,Arizona,AZ,Yuma County,CDP,4979033,0,32.700435,-113.961785,540,603,148,37
401594,Arizona,AZ,Graham County,CDP,4887915,0,32.868055,-109.791341,725,724,18,17
401987,Arizona,AZ,Maricopa County,CDP,2498575,0,33.774957,-112.525091,0,0,0,0
401912,Arizona,AZ,Navajo County,Town,84596057,58509,34.442748,-110.098534,759,751,382,369
401933,Arizona,AZ,Santa Cruz County,CDP,27960478,7921,31.610681,-111.057047,1010,978,378,173
401990,Arizona,AZ,Greenlee County,CDP,4835879,0,32.917425,-109.19605,686,765,150,68
6013297,California,CA,San Joaquin County,CDP,14076384,0,38.036452,-121.184555,0,0,0,0
6012790,California,CA,Modoc County,CDP,5870148,0,41.98727,-120.300964,0,0,0,0
6013351,California,CA,Riverside County,CDP,29467959,0,33.87893,-117.368605,1680,1469,918,432
60231269,California,CA,Alameda County,Track,559316440,17080393,39.4522438,-121.1826541,738,849,257,76
6013336,California,CA,Mendocino County,City,7247619,12611,39.405006,-123.348889,813,852,396,1043
6013279,California,CA,Contra Costa County,CDP,3890425,0,38.007117,-122.087298,1404,1358,550,431
6013174,California,CA,Solano County,City,10632489,150029,38.248334,-122.010066,1479,1547,568,3287
6013318,California,CA,Los Angeles County,CDP,4785352,0,33.941679,-118.301838,1010,1005,418,6942
6012712,California,CA,Alpine County,CDP,12627546,0,38.810287,-119.803267,1896,2429,900,10
6013237,California,CA,Nevada County,Town,83713473,3448642,39.350549,-120.193941,1414,1402,619,2007
6013180,California,CA,Santa Clara County,City,56936612,1817655,37.385797,-122.026316,1889,1801,727,28743
6013369,California,CA,Santa Cruz County,CDP,7058063,0,37.08887,-122.04136,1260,1125,463,44
6013108,California,CA,Shasta County,CDP,63570624,177508,40.506094,-121.855665,1078,1041,253,141
6013018,California,CA,Sacramento County,City,253621861,5651667,38.566592,-121.468632,1084,1023,472,91726
6013357,California,CA,San Bernardino County,CDP,15347906,8669,34.346014,-117.627453,1152,1182,329,606
6013165,California,CA,Colusa County,CDP,7504281,0,39.370342,-122.544468,727,766,303,36
6013051,California,CA,Monterey County,CDP,1020821,0,36.128349,-121.021732,1054,1016,297,51
6013315,California,CA,San Mateo County,CDP,1260852,0,37.43379,-122.203416,2440,2362,963,191
6013192,California,CA,Placer County,CDP,6717204,53,39.065103,-120.144735,1195,937,668,40
6013354,California,CA,San Luis Obispo County,CDP,4279723,0,35.028873,-120.552393,2282,2805,914,81
6013270,California,CA,Santa Barbara County,CDP,13588474,1339,34.71174,-120.461933,1659,1594,547,827
6013123,California,CA,Yuba County,CDP,1856958,0,39.205273,-121.292916,1530,1579,321,41
6013363,California,CA,Mariposa County,CDP,5333712,158736,37.742523,-119.577626,278,219,247,171
6013246,California,CA,Plumas County,CDP,18622693,0,40.035503,-121.040363,0,0,0,0
6013105,California,CA,Humboldt County,CDP,15098012,0,40.038954,-124.055825,1147,1143,78,25
6013216,California,CA,Fresno County,CDP,1941449,0,36.505148,-120.393534,1005,1005,158,25
6013267,California,CA,Inyo County,CDP,27631920,177128,35.880729,-117.335676,0,0,0,0
6013162,California,CA,Marin County,CDP,3731342,47864,37.907823,-122.639317,3549,3700,820,55
6013348,California,CA,Kern County,CDP,16577597,460,35.71497,-118.472683,586,599,54,100
6012997,California,CA,Madera County,CDP,1533122,0,36.904023,-119.796684,0,0,0,0
6013282,California,CA,San Diego County,City,48380231,0,33.189541,-117.238608,1348,1289,464,15513
6012988,California,CA,Amador County,CDP,947248,0,38.545423,-120.747469,1412,1406,115,16
6013141,California,CA,Butte County,CDP,6881710,0,39.476676,-121.543937,946,943,335,731
6013213,California,CA,Ventura County,City,142919822,387875,34.19329,-118.874235,1922,1827,829,12944
6012913,California,CA,El Dorado County,City,15052769,2192,38.730469,-120.796965,1028,951,395,1798
6013132,California,CA,Sonoma County,City,7105861,0,38.290331,-122.459831,1621,1522,720,2330
6013240,California,CA,Tuolumne County,CDP,6039943,77740,37.961944,-120.242273,781,918,407,364
6013225,California,CA,Mono County,CDP,7954472,3359715,38.651261,-119.518466,1073,1106,145,56
6013360,California,CA,Yolo County,CDP,3573959,0,38.740509,-121.809313,1142,1045,369,109
6013327,California,CA,Lassen County,CDP,14078966,191094,40.30521,-121.004754,801,748,264,346
6013255,California,CA,Lake County,CDP,4357049,12148,39.16505,-122.905182,1137,1264,600,67
6013321,California,CA,Calaveras County,CDP,9632239,0,38.404299,-120.537338,731,827,185,80
6012442,California,CA,Del Norte County,CDP,1501782,0,41.793664,-124.066113,771,739,68,13
6013285,California,CA,Merced County,CDP,11318388,165270,37.082353,-120.91448,1147,1143,78,23
6013264,California,CA,Stanislaus County,CDP,2977464,0,37.827241,-120.914343,1116,1164,300,12
6013222,California,CA,Tulare County,CDP,130784,0,36.247382,-119.090352,717,687,214,68
6012661,California,CA,Siskiyou County,CDP,6273616,170633,41.254739,-122.136221,931,837,444,154
6013339,California,CA,Glenn County,City,7373091,68359,39.514752,-122.199178,785,736,293,1113
6013276,California,CA,Orange County,City,5383847,0,33.818067,-117.810295,3064,2858,1064,69
6012595,California,CA,Kings County,City,22057950,0,36.295954,-119.798256,973,876,395,3987
6013234,California,CA,Trinity County,CDP,10394620,0,40.878916,-123.513207,798,730,165,15
6012958,California,CA,Tehama County,CDP,30144332,200760,40.004003,-122.42834,1055,1042,106,76
6013366,California,CA,Sutter County,City,38657275,201005,39.138588,-121.639661,1017,912,442,9316
6012781,California,CA,Napa County,City,46008744,735220,38.29722,-122.30117,1474,1395,648,12598
6013345,California,CA,Imperial County,CDP,630958,0,32.737183,-114.637798,475,476,126,93
6013114,California,CA,Sierra County,CDP,13002091,2127,39.582232,-120.362065,0,0,0,0
6013231,California,CA,San Benito County,CDP,9316098,0,36.790429,-121.310608,1657,1124,1291,80
8011030,Colorado,CO,Las Animas County,CDP,4165771,0,37.125794,-104.672861,525,524,18,3
801586,Colorado,CO,Alamosa County,City,19273771,322229,37.474528,-105.876956,645,625,298,1977
801784,Colorado,CO,Park County,CDP,22466123,52654,38.760651,-105.509821,0,0,0,0
801592,Colorado,CO,Phillips County,CDP,1174532,0,40.683158,-102.172609,525,525,54,40
801595,Colorado,CO,Archuleta County,CDP,13352387,2629320,37.020861,-107.421744,1000,817,318,24
8024780,Colorado,CO,Adams County,Track,2678186291,1364643,39.9719094,-102.631755,571,615,263,211
8011051,Colorado,CO,Jefferson County,CDP,3840770,0,39.732375,-105.178944,946,957,307,509
801883,Colorado,CO,Eagle County,Town,19838925,467159,39.535508,-106.381727,1242,1131,411,213
801613,Colorado,CO,La Plata County,Town,3733452,0,37.235248,-107.594814,1164,1253,438,229
8011036,Colorado,CO,Kit Carson County,Town,573247,0,39.302119,-102.743352,718,661,361,7
801961,Colorado,CO,Gilpin County,CDP,3657751,0,39.923187,-105.51355,0,0,0,0
801886,Colorado,CO,Summit County,Town,205298,0,39.581706,-105.868071,1147,1143,78,2
8011009,Colorado,CO,Boulder County,CDP,4479912,0,40.063653,-105.369587,0,0,0,0
8011042,Colorado,CO,Arapahoe County,CDP,70159716,215,39.70312,-104.576584,1544,2038,843,12
801640,Colorado,CO,Broomfield,City,85478497,1411781,39.953302,-105.052038,1355,1343,534,7179
8011039,Colorado,CO,Baca County,Town,1158441,0,37.386107,-102.279933,526,496,291,87
801898,Colorado,CO,Garfield County,Town,6882657,84222,39.578289,-107.526243,1507,1586,542,429
801976,Colorado,CO,Douglas County,CDP,3531181,0,39.439705,-104.969909,972,968,51,7
801988,Colorado,CO,Clear Creek County,Town,669685,6765,39.695445,-105.726666,871,871,274,37
8011012,Colorado,CO,Otero County,Town,684762,0,38.014148,-103.628162,642,554,290,63
801829,Colorado,CO,Cheyenne County,Town,1512766,0,38.762823,-102.795366,664,700,130,29
801952,Colorado,CO,Mesa County,CDP,34714106,1457626,39.08489,-108.655022,1260,1280,242,362
801970,Colorado,CO,Pueblo County,CDP,1415978,0,38.238939,-104.588188,684,700,58,29
8011021,Colorado,CO,Montezuma County,CDP,9284291,0,37.212599,-108.726461,386,277,318,132
801925,Colorado,CO,Delta County,Town,2223128,0,38.869824,-107.591433,824,836,178,172
8011060,Colorado,CO,Teller County,City,17110832,0,38.998706,-105.059533,1144,1085,523,578
801916,Colorado,CO,Crowley County,Town,1997956,0,38.220898,-103.756679,568,571,290,96
801790,Colorado,CO,Kiowa County,Town,2206726,0,38.452451,-103.164896,725,724,18,1
8011057,Colorado,CO,Weld County,Town,64903845,824834,40.467597,-104.923106,1254,1126,697,1434
801958,Colorado,CO,El Paso County,CDP,687874,0,38.701068,-104.834702,0,0,0,0
8011045,Colorado,CO,Larimer County,Town,8875066,6659,40.700703,-105.005699,1487,1385,373,317
801931,Colorado,CO,Fremont County,CDP,46220982,0,38.421298,-105.000395,791,807,317,245
801775,Colorado,CO,Grand County,Town,33626280,0,40.036989,-105.900174,1050,956,850,206
801763,Colorado,CO,Lincoln County,Town,926204,0,39.27833,-103.498786,525,524,18,1
801994,Colorado,CO,Morgan County,CDP,917144,0,40.330825,-103.591971,675,674,18,6
8011063,Colorado,CO,Yuma County,City,8903391,7500,40.079953,-102.228622,692,690,334,437
8011000,Colorado,CO,Logan County,City,19721969,0,40.620702,-103.191891,798,684,556,2175
801844,Colorado,CO,Bent County,City,4195689,118772,38.069668,-103.223229,697,737,179,297
801847,Colorado,CO,Lake County,City,2856453,0,39.246693,-106.293508,934,949,308,621
801874,Colorado,CO,Gunnison County,Town,1021828,0,39.071817,-107.190467,1555,1612,316,10
801901,Colorado,CO,Pitkin County,CDP,487459,0,39.328131,-106.656275,0,0,0,0
801910,Colorado,CO,Montrose County,Town,3757966,0,38.608319,-107.982841,747,721,281,330
801919,Colorado,CO,Sedgwick County,Town,419663,0,40.960564,-102.388352,617,631,128,20
801943,Colorado,CO,Ouray County,CDP,8292857,0,38.089222,-107.695234,0,0,0,0
801955,Colorado,CO,Dolores County,Town,1959923,0,37.688569,-108.031434,910,804,289,35
801973,Colorado,CO,Costilla County,Town,1448998,0,37.202341,-105.422469,343,298,180,124
801991,Colorado,CO,Elbert County,Town,1470344,0,39.141051,-104.081754,907,822,313,49
8011015,Colorado,CO,San Miguel County,Town,5654476,0,37.939664,-107.817888,1593,1425,716,497
8011054,Colorado,CO,Prowers County,Town,790168,0,38.155356,-102.719248,713,694,165,46
901274,Connecticut,CT,New Haven County,City,73880017,1086045,41.5585,-73.036685,894,904,400,21027
9023409,Connecticut,CT,Fairfield County,Track,34872417,525523,41.7204541,-71.8694929,935,927,219,88
901283,Connecticut,CT,Hartford County,CDP,11263615,0,41.874765,-72.844906,1750,1281,343,57
901289,Connecticut,CT,Litchfield County,CDP,5014922,0,41.544482,-73.204765,1085,1070,274,413
901262,Connecticut,CT,New London County,Borough,883234,1044461,41.334765,-71.899459,1311,1211,562,219
901208,Connecticut,CT,Middlesex County,City,106235846,3488231,41.548611,-72.656784,1077,1058,412,8634
901277,Connecticut,CT,Windham County,CDP,2387054,53747,41.7554,-71.907991,1100,1076,275,240
901247,Connecticut,CT,Tolland County,CDP,4379364,142114,41.866701,-72.452505,906,918,391,2400
1001168,Delaware,DE,New Castle County,City,28241488,15639762,39.735651,-75.532104,918,914,474,15075
1001165,Delaware,DE,Sussex County,Town,1335622,52955,38.516897,-75.058338,1051,1158,365,7
1002792,Delaware,DE,Kent County,Track,0,534631228,38.864806,-75.2250098,0,0,0,0
120215680,Florida,FL,Alachua County,Track,359552694,26324892,30.6720954,-85.7854788,656,589,1246,73
12011854,Florida,FL,Santa Rosa County,CDP,16995123,40093,30.686607,-87.051734,939,939,286,358
12011989,Florida,FL,Lake County,City,30001339,3967336,28.814912,-81.713437,925,922,409,1462
12011386,Florida,FL,Levy County,CDP,7793666,0,29.388349,-82.416484,725,729,331,43
12012022,Florida,FL,Hillsborough County,CDP,35758044,1075807,27.919084,-82.231259,1315,1266,575,2078
12011827,Florida,FL,Clay County,Town,3735534,0,29.980379,-81.811348,1173,1096,513,277
12011206,Florida,FL,Duval County,City,9049243,24559499,30.338598,-81.39661,1391,1147,786,1890
12011716,Florida,FL,Jefferson County,City,10300603,0,30.542204,-83.872239,797,738,293,249
12011926,Florida,FL,Highlands County,City,26177181,15158180,27.471438,-81.451574,672,622,409,2107
12011563,Florida,FL,Jackson County,City,7879553,439440,30.885533,-85.413567,635,767,225,21
12012094,Florida,FL,Orange County,City,42000791,4276634,28.542076,-81.597043,1079,991,396,3695
12012007,Florida,FL,Hernando County,CDP,5709988,221969,28.469209,-82.602431,1027,736,986,350
12012064,Florida,FL,Pinellas County,CDP,8104925,317814,27.819952,-82.738604,837,837,340,1962
12011590,Florida,FL,Monroe County,City,14503975,4255880,24.565046,-81.775547,1545,1525,703,5092
12012079,Florida,FL,Lee County,CDP,4005149,190068,26.571131,-81.888563,1223,1084,431,209
12012070,Florida,FL,Broward County,City,5690845,166387,25.978672,-80.18101,1250,1263,412,1493
12012082,Florida,FL,Manatee County,CDP,3575191,58601,27.410716,-82.566655,1346,1371,268,191
12011956,Florida,FL,Palm Beach County,Town,319535,359565,26.591368,-80.037795,1825,1754,656,149
12011275,Florida,FL,Glades County,CDP,3629093,288248,27.132544,-80.885148,798,616,515,95
12011680,Florida,FL,Flagler County,Town,691746,0,29.664693,-81.213791,0,0,0,0
12011902,Florida,FL,St. Johns County,CDP,11351792,245782,29.804983,-81.311673,1164,1127,280,1031
12011962,Florida,FL,Bay County,City,11182064,575216,30.171181,-85.612204,830,831,242,1636
12012049,Florida,FL,Washington County,Town,3003151,0,30.633514,-85.58725,753,682,340,58
12012043,Florida,FL,Escambia County,CDP,17948736,5049983,30.3824,-87.29402,802,795,300,2514
12011860,Florida,FL,Charlotte County,CDP,73763541,9994165,26.989467,-82.113651,964,907,363,5104
12012103,Florida,FL,Okaloosa County,CDP,14291531,224563,30.444099,-86.641974,992,902,447,5533
12011842,Florida,FL,Citrus County,CDP,64352525,0,28.932996,-82.476184,1102,942,604,762
12012031,Florida,FL,Brevard County,CDP,23086134,344760,28.245034,-80.733809,1406,1284,368,766
12011326,Florida,FL,Sumter County,City,6679047,0,28.801089,-82.069774,637,624,216,51
12011941,Florida,FL,Wakulla County,City,4364466,0,30.059787,-84.485453,861,949,262,25
12012088,Florida,FL,Polk County,CDP,8082741,65952,27.921919,-82.024247,883,855,226,751
12012112,Florida,FL,Pasco County,CDP,6900115,0,28.231205,-82.20506,795,758,245,375
12011830,Florida,FL,Volusia County,Town,26321518,1857434,29.241647,-81.45664,743,760,173,90
12011821,Florida,FL,Walton County,Town,9677726,677431,30.97423,-86.3067,795,825,259,27
12012025,Florida,FL,Sarasota County,CDP,6482887,730992,27.072255,-82.408943,1091,1018,330,813
12012067,Florida,FL,Miami-Dade County,City,1835357,0,25.75781,-80.296874,1247,1152,486,876
12011404,Florida,FL,Gilchrist County,City,12670510,345798,29.58815,-82.92507,636,563,183,50
